Label,Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,,,,
A,0.718025256,1.004564128,0.411927469,0.845979799,0.209534267,0.487969495,0.12844484,0.196390243,0.005651894,0.000686766,0.319242561,0.180987346,0.337467458,0.064939094,0.423683934,0.317805085,0.478339429,0.536010959,0.554320041,0.165327048,0.590784709,0.068944889,0.633038359,0.394047001,0.629856805,0.642890085,0.77640116,0.205935647,0.808533387,0.175602647,0.785647122,0.484628798,0.739250807,0.700561065,0.978724546,0.285998115,1.006019544,0.245460498,0.934937579,0.463593036,0.860165194,0.619658217,,,,
A,0.709050972,1.004234686,0.403772563,0.843172098,0.207901887,0.484606037,0.127126042,0.196490436,0.004402801,0.000871708,0.308871509,0.156067991,0.32346531,0.057461627,0.414408924,0.304440455,0.473671599,0.527008255,0.546028531,0.13551795,0.591963147,0.075588344,0.633758446,0.399614891,0.629213788,0.654909357,0.768960424,0.175444269,0.812794495,0.179847643,0.788365666,0.486972512,0.740357085,0.706856616,0.969788484,0.255444694,1.00451478,0.255245909,0.936038503,0.476371678,0.864689882,0.632522781,,,,
A,0.706537721,1.003694546,0.396571214,0.847132628,0.198927375,0.496866518,0.124842796,0.20324037,0.00533319,0.001643946,0.311684724,0.177424467,0.333122108,0.072908201,0.415784654,0.319430248,0.468938937,0.53840274,0.544900493,0.158367048,0.59720631,0.086419427,0.635477686,0.400943434,0.629547654,0.652880286,0.762457295,0.199468376,0.809103996,0.197508757,0.782801537,0.49387684,0.733935265,0.709011734,0.960626201,0.2795731,1.002936053,0.259935185,0.934417044,0.477095938,0.858793465,0.63612271,,,,
B,0.80943025,1.001564405,0.430915006,0.931023347,0.260939407,0.785574216,0.486822891,0.652453558,0.746638425,0.572141194,0.216433652,0.532633308,0.083980687,0.34403011,0.033343442,0.219095122,0.006813812,0.111785963,0.496675936,0.492053045,0.410380491,0.273769524,0.378014056,0.128049813,0.348039118,0.001200781,0.751720238,0.503601737,0.704185931,0.302786841,0.661314774,0.174268574,0.613992818,0.057270896,1.003774452,0.558565336,0.993404833,0.400921297,0.966390737,0.296954716,0.925680606,0.200877152,,,,
B,0.810431035,1.001288027,0.447061729,0.945349327,0.282732201,0.810971329,0.524477514,0.682408153,0.793244553,0.604965756,0.212649854,0.548598835,0.073488108,0.352314521,0.022558085,0.221427126,0.000982793,0.111138164,0.492550723,0.502772763,0.406195513,0.28265224,0.372723452,0.13329264,0.350330226,0.000543871,0.750419807,0.512287064,0.702592723,0.306817932,0.668297323,0.179811008,0.634961955,0.060481887,1.000273577,0.565780626,0.988406054,0.404620447,0.966054789,0.302992351,0.93373731,0.207735939,,,,
B,0.806876882,1.00140807,0.438773219,0.949344757,0.269389852,0.804188424,0.514324252,0.672381705,0.77514623,0.595454074,0.218374952,0.545393376,0.083790207,0.353330876,0.033832614,0.223722427,0.007937813,0.113818615,0.498592122,0.499836658,0.411086782,0.281267998,0.377958361,0.13251053,0.34909064,0.003196655,0.755220795,0.508468425,0.704098447,0.306179392,0.665987396,0.177550133,0.625639025,0.059210716,1.006759389,0.561173338,0.993001366,0.403857556,0.968526904,0.302336591,0.933834457,0.208027028,,,,
B,0.807928467,1.000638063,0.445207977,0.951451521,0.278976822,0.8221833,0.521508598,0.695432162,0.783787473,0.620624542,0.205530548,0.557943955,0.071732267,0.359904924,0.024552409,0.228323391,0.00583655,0.117185051,0.487104479,0.511765912,0.399616941,0.289963822,0.369011943,0.138465916,0.348560079,0.003375616,0.74769694,0.5198235,0.685260836,0.315051597,0.646116956,0.185303691,0.611963018,0.062884585,1.005121613,0.571427194,0.9858078,0.411536869,0.963696543,0.310182249,0.93576088,0.213633839,,,,
B,0.811425643,1.001525743,0.444687898,0.953035986,0.270857504,0.818669927,0.517687017,0.693383797,0.782671653,0.619545886,0.201883048,0.552191093,0.070892334,0.357880188,0.024154411,0.228586132,0.003758076,0.118492849,0.485576094,0.507134156,0.399949381,0.285544518,0.372369435,0.134346938,0.353113096,0.000955052,0.748792727,0.516287495,0.680869047,0.311120994,0.637132124,0.179406624,0.59817177,0.055425315,1.006880327,0.569606781,0.985022742,0.411154116,0.956873113,0.310009776,0.921541135,0.214498242,,,,
B,0.819054476,1.00171381,0.442639224,0.950212768,0.26370004,0.811300803,0.506152662,0.685007365,0.778209559,0.61888134,0.213697306,0.542220887,0.080565961,0.349574969,0.031056913,0.222436669,0.002488645,0.112641375,0.494951439,0.496243339,0.411412748,0.279815596,0.378204219,0.131631844,0.345779928,0.000616909,0.754135323,0.504433143,0.698910904,0.303806992,0.657658768,0.177567034,0.611993027,0.059424478,1.005066427,0.5567379,0.987748973,0.399877616,0.962639046,0.300419056,0.927626483,0.207989514,,,,
B,0.798382094,1.002687468,0.421884937,0.953849806,0.244312062,0.813827183,0.494130816,0.687755598,0.769999464,0.62026914,0.205583909,0.549749794,0.074378518,0.358539159,0.028835521,0.228371897,0.006600003,0.11781355,0.487287441,0.504737279,0.396572979,0.28773579,0.36565085,0.136940706,0.340670994,0.003449636,0.746419826,0.51336864,0.690298257,0.314108842,0.654527937,0.187768199,0.616814365,0.070292365,1.003101509,0.565823467,0.985777013,0.408926998,0.960660277,0.308491903,0.925667001,0.215313458,,,,
M,0.797548663,1.00398931,0.417105829,0.849365234,0.218210897,0.53541511,0.354749372,0.314524165,0.541641543,0.144600994,0.154443618,0.271338733,0.006838522,0.090245697,0.090908297,0.320039101,0.189080454,0.534607006,0.424083956,0.222310156,0.292838066,0.00244756,0.34287182,0.296122389,0.406560344,0.522944828,0.712247725,0.229934872,0.620148936,0.000408496,0.590891131,0.30308979,0.592368403,0.522784863,1.001033844,0.284278474,0.908534819,0.135874874,0.807515483,0.341890659,0.760126791,0.501132317,,,,
M,0.801181573,1.003759311,0.439560567,0.879937355,0.227450158,0.561630579,0.346087558,0.327216882,0.521661364,0.139649868,0.145590853,0.258155456,0.002425265,0.101769007,0.086792181,0.337025606,0.186250482,0.549727256,0.418980118,0.20378685,0.286848778,0.002512693,0.342495753,0.305713544,0.413743263,0.535444516,0.71176097,0.211056783,0.626981373,0.004194736,0.599634092,0.316486946,0.599979937,0.537905913,1.00770613,0.265102973,0.925718828,0.138204868,0.827782623,0.34504509,0.777445328,0.496946518,,,,
M,0.795589478,1.005852032,0.416346232,0.860049295,0.213376735,0.546911585,0.354830982,0.32358979,0.542414533,0.149820375,0.142234802,0.265967178,0.003110622,0.097031999,0.08826552,0.329499233,0.185245669,0.542020309,0.420894096,0.215664136,0.297232155,0.003975171,0.34848711,0.303978729,0.408848026,0.530106115,0.714712934,0.223668206,0.629022118,0.006624299,0.597413784,0.314414489,0.590426065,0.531777132,1.004827484,0.279506075,0.917942947,0.14640646,0.811098859,0.356621552,0.753145544,0.511995125,,,,
M,0.799648688,1.003831332,0.421139539,0.864721516,0.209015699,0.551353491,0.343190077,0.321359659,0.536875593,0.144297467,0.135727301,0.26959814,0.003823753,0.099704803,0.094633397,0.337086231,0.188015325,0.553413065,0.412798378,0.216781483,0.292914848,0.004533599,0.347552168,0.313963733,0.408772166,0.544196588,0.708121385,0.223111587,0.631997705,0.009553789,0.601774138,0.324414978,0.595467172,0.541416506,1.000935376,0.276994246,0.920373002,0.14579878,0.82051105,0.35301561,0.768112307,0.500983733,,,,
M,0.762406215,1.003317693,0.400688108,0.863539957,0.200351873,0.551355884,0.335894687,0.330397442,0.540846706,0.15917269,0.128830713,0.257088376,0.002959259,0.092496459,0.087547491,0.329824873,0.171758352,0.545376893,0.413169735,0.205521991,0.307394485,0.007471048,0.36462251,0.311559884,0.410978648,0.542788123,0.71169218,0.215544865,0.648336678,0.005704503,0.621113296,0.315720941,0.595615671,0.54122513,1.004462944,0.273156755,0.948750393,0.140196818,0.846154268,0.352042447,0.768642457,0.515335605,,,,
M,0.780618824,1.002566811,0.412054656,0.860365694,0.207425852,0.550597521,0.349652462,0.337315277,0.555212427,0.176934968,0.135557581,0.261427094,0.007363116,0.096956601,0.092003119,0.333083843,0.186638879,0.545634456,0.416666375,0.207900053,0.311397928,0.005461357,0.360969606,0.311372277,0.418958007,0.540816961,0.713917279,0.215473487,0.646765474,0.001393846,0.61018284,0.306789062,0.598274731,0.526808745,1.006385428,0.271760785,0.941684723,0.145557284,0.83296804,0.347482345,0.768302667,0.500982345,,,,
M,0.790734535,1.003674137,0.410896301,0.856969627,0.204259825,0.545769418,0.348294912,0.326351555,0.549849329,0.157910195,0.123347889,0.261626651,0.000864581,0.094745733,0.097181588,0.336097985,0.191206309,0.553913129,0.410122643,0.203759637,0.306122961,0.005210384,0.368452908,0.313054358,0.420597612,0.543490076,0.711705988,0.20688945,0.642840614,0.000503182,0.617741798,0.309157718,0.599095179,0.52874542,1.005877156,0.259142663,0.940116189,0.140272444,0.837347299,0.346982628,0.766307232,0.499700571,,,,
M,0.777486124,1.001479179,0.406249631,0.847770811,0.20896887,0.545062707,0.356594578,0.328508101,0.550666686,0.157776827,0.13463611,0.262138127,0.002178131,0.096876444,0.100572401,0.336884061,0.200528545,0.558422784,0.418189018,0.205842012,0.310241084,0.00904367,0.366191003,0.314574919,0.420323403,0.549553973,0.715658188,0.209752797,0.645560665,0.005325869,0.610906909,0.31243599,0.59248069,0.535286106,1.005791141,0.26491044,0.941425816,0.151375333,0.829989587,0.356921118,0.757516799,0.51190543,,,,
M,0.771875288,1.004904185,0.404064679,0.860114232,0.211714823,0.543904439,0.366261654,0.321781586,0.566897846,0.147145846,0.130890768,0.259536181,0.007222035,0.102402932,0.110850788,0.347971317,0.207453618,0.568137854,0.416487147,0.200356104,0.31251382,0.003696264,0.378225733,0.316918398,0.433474119,0.551017932,0.715166686,0.203508181,0.655783419,0.007851808,0.630325317,0.322507663,0.60930915,0.542738205,1.004827281,0.255399252,0.951254235,0.146670659,0.852037399,0.35513011,0.784872462,0.501569919,,,,
M,0.78304461,1.004720967,0.398757998,0.861893235,0.201184107,0.53950916,0.355772034,0.320055214,0.550152928,0.148039399,0.126817687,0.263646776,0.000628132,0.099427521,0.100821629,0.342351513,0.20127049,0.560204196,0.413476109,0.205582953,0.307446125,0.008028589,0.373766686,0.318963106,0.429270847,0.549514175,0.711854793,0.208428122,0.650716545,0.005867606,0.627209183,0.320878898,0.606620536,0.540121637,1.004612316,0.258262586,0.945993029,0.147333983,0.845787553,0.360522106,0.77570715,0.507926564,,,,
M,0.771725076,1.005851239,0.408436447,0.866023993,0.209749816,0.554906217,0.357115011,0.335903783,0.555657496,0.164788717,0.12754309,0.260098626,0.002277187,0.098915293,0.08973006,0.334741629,0.187466043,0.549157372,0.411933461,0.208156936,0.310473458,0.007291758,0.363261989,0.315700434,0.417741807,0.549588517,0.71030032,0.214540095,0.646063633,0.002395606,0.612613115,0.314822571,0.595118663,0.539773217,1.003474189,0.26759849,0.938136554,0.140190257,0.830409191,0.353609532,0.760644006,0.51287435,,,,
M,0.774077681,1.002458755,0.406261131,0.870874296,0.214167048,0.546935792,0.367797101,0.332399708,0.566924298,0.162412303,0.129124313,0.248460029,0.002937567,0.103345664,0.105614209,0.350102516,0.202367126,0.571637354,0.415297899,0.190473654,0.306295113,0.003521749,0.375224192,0.321529097,0.428178131,0.556434388,0.713526866,0.197865116,0.652731849,0.005451755,0.634533241,0.326563404,0.612008392,0.54697479,1.006215455,0.25438107,0.954241768,0.15554603,0.852228321,0.375785937,0.772102168,0.523470666,,,,
M,0.783713116,1.005510999,0.419576381,0.867209707,0.218561684,0.556471775,0.364178913,0.348185031,0.566364381,0.188500565,0.129196663,0.255687602,0.003661489,0.117829397,0.111529653,0.364457378,0.225707884,0.576556714,0.414803668,0.192888892,0.313581761,0.007330374,0.391200616,0.320118396,0.458011472,0.547998503,0.7120027,0.193996516,0.656449853,0.005946308,0.651974872,0.321135731,0.642973737,0.53631977,1.001626922,0.244791006,0.961281071,0.134543716,0.873931016,0.350212642,0.806615876,0.499023921,,,,
M,0.778726484,1.006639624,0.431922037,0.867055606,0.23872388,0.549734063,0.417727924,0.358791351,0.643981996,0.212735934,0.170003985,0.266253132,0.004620286,0.131834043,0.104486247,0.38483587,0.221925454,0.573994166,0.437860458,0.18773706,0.307280556,0.018693715,0.374101232,0.329414916,0.446260921,0.498216838,0.72483044,0.180934488,0.656330359,0.002752134,0.646412146,0.317424095,0.658441575,0.470384964,1.005924538,0.226665392,0.953133505,0.130043356,0.871516181,0.343360836,0.840603375,0.442514289,,,,
E,0.714367439,1.003445839,0.408116637,0.896447424,0.080125677,0.625348419,0.065732759,0.315915549,0.329760453,0.150427363,0.115017332,0.194850722,0.004550276,0.026504929,0.101995402,0.29534821,0.189849854,0.37842399,0.404245705,0.151228876,0.371378142,0.001200462,0.424637893,0.368687117,0.437582213,0.386354575,0.707831153,0.173699009,0.713544977,0.028211081,0.686642482,0.400095171,0.66151448,0.432526788,1.00765123,0.244334249,1.003062413,0.1774683,0.930436496,0.432079486,0.876719639,0.461125701,,,,
E,0.692833729,1.000410134,0.367560688,0.878139005,0.042074415,0.615574551,0.042246566,0.315812915,0.321709331,0.159934166,0.109856695,0.165836048,0.004482041,0.036780821,0.070402618,0.302238791,0.14327866,0.36911459,0.399689568,0.136866965,0.365918086,0.002161625,0.393254142,0.364655072,0.411790636,0.376296166,0.703097873,0.168297141,0.703579112,0.046746785,0.652692029,0.414476926,0.63238545,0.440567207,1.000546121,0.248937116,0.972328447,0.1977902,0.883402311,0.446322972,0.838816651,0.468102101,,,,
E,0.691949502,1.004377873,0.370932294,0.893133067,0.036159026,0.630319911,0.036027631,0.328574613,0.322661701,0.179034912,0.10417247,0.182661002,0.002962031,0.042529538,0.078914936,0.322763855,0.157594208,0.401442397,0.398826208,0.152257178,0.362486489,4.89E-05,0.397490738,0.367387991,0.423911918,0.39087596,0.703337841,0.182829987,0.699192862,0.045767023,0.656464992,0.416374261,0.646169222,0.452428296,1.003228799,0.261995521,0.973371457,0.19964354,0.895019531,0.447815051,0.860952328,0.476939853,,,,
E,0.702420833,1.004929906,0.376115831,0.88731387,0.043913243,0.632239472,0.04518955,0.334956546,0.332876238,0.186431377,0.1095047,0.181298414,0.00600873,0.054658012,0.054674246,0.280980982,0.113537287,0.331550283,0.405138565,0.146773277,0.380245079,0.006771897,0.406911753,0.362271288,0.424569275,0.384387613,0.711120929,0.176988355,0.714468487,0.051041802,0.66511277,0.416031556,0.640101611,0.452353375,1.007757607,0.259730991,0.984055083,0.210320713,0.900396185,0.455708181,0.853934466,0.481311249,,,,
M,0.301816659,1.004935292,0.700126805,0.840698939,0.912444755,0.55715818,0.958550074,0.304884637,1.002082694,0.152889865,0.881344782,0.226026856,0.959380424,0.093185754,0.898324365,0.376490269,0.821542283,0.567500109,0.598047074,0.182624385,0.678863983,0.001160532,0.649898477,0.368827413,0.624322761,0.570009276,0.311173544,0.202643305,0.377058395,0.010033552,0.411972477,0.366130271,0.413058033,0.555771337,0.006573625,0.274420766,0.081316151,0.139699085,0.166730228,0.372767844,0.203649247,0.513494369,,,,
M,0.300095787,1.004712715,0.694133759,0.860928719,0.911594864,0.582386455,0.905141964,0.333368171,0.855894148,0.172932044,0.940107213,0.250849605,1.003122315,0.109019546,0.937855802,0.359849337,0.85720911,0.542130885,0.641296061,0.202376146,0.723026764,0.003924577,0.68228417,0.346274939,0.64577907,0.542770528,0.32896447,0.211575757,0.390385827,0.018194507,0.410465329,0.35300936,0.410748696,0.539245605,0.00464364,0.270997338,0.07031114,0.144693481,0.147289365,0.364512627,0.189933614,0.504767969,,,,
M,0.317941988,1.005312511,0.715797967,0.840820929,0.925570151,0.557594672,0.927992337,0.314909556,0.888922941,0.162938858,0.927270919,0.224795863,1.001797632,0.100479795,0.930477172,0.361811496,0.848639958,0.544210594,0.632099915,0.183559726,0.719632765,0.004382388,0.67838393,0.353812271,0.648160817,0.548525585,0.325849562,0.201753877,0.394361159,0.011178517,0.417614453,0.351851049,0.421206577,0.535103034,0.003995998,0.273143863,0.074980472,0.132012889,0.154183784,0.353433496,0.195263085,0.494702013,,,,
M,0.316914187,1.005973067,0.701215598,0.851471128,0.904934337,0.571443165,0.899362841,0.337504924,0.858170662,0.183244723,0.896157621,0.245582068,1.004781708,0.103049164,0.938054354,0.368259472,0.846433698,0.559470237,0.606523965,0.209912898,0.723646746,0.004444822,0.689315199,0.353605965,0.640186776,0.561891242,0.310344536,0.225353368,0.410032622,0.029753015,0.438414625,0.37013308,0.423265472,0.559512338,0.003904372,0.288107914,0.095985995,0.139000905,0.180055808,0.357333171,0.208276669,0.502011209,,,,
M,0.304917071,1.001123489,0.684464191,0.856979322,0.88077196,0.581689598,0.861445236,0.352654688,0.811988713,0.199977201,0.905821169,0.242737649,1.001293212,0.107872762,0.929230206,0.376730378,0.839513515,0.573112087,0.613853411,0.205833459,0.722232261,0.004834661,0.687524531,0.351197662,0.645510483,0.562487213,0.313542322,0.220461396,0.400206228,0.029878543,0.431736902,0.373548265,0.428972274,0.567481703,0.007107837,0.286471756,0.09557903,0.159446619,0.176713349,0.385416043,0.212871434,0.526556501,,,,
M,0.304304788,1.006246948,0.686530579,0.858579586,0.8876789,0.579737276,0.87401637,0.349816335,0.833324492,0.196546628,0.904050457,0.2401213,1.003338895,0.108308989,0.930565117,0.377999533,0.842460987,0.573580908,0.614007122,0.201534037,0.728471623,0.00529352,0.686652043,0.354370622,0.640298296,0.565260592,0.314091409,0.215705976,0.40583961,0.026552397,0.430598178,0.37160607,0.422518117,0.564097078,0.005636023,0.281151138,0.097839769,0.151482102,0.174728948,0.379614073,0.204952772,0.52197516,,,,
M,0.310585678,1.003697713,0.696107998,0.856422706,0.89612174,0.574828356,0.858027369,0.339625952,0.788949385,0.181908027,0.903988659,0.245184043,1.00221011,0.109625566,0.928839773,0.385698325,0.842728198,0.58112389,0.612332702,0.209336159,0.729429901,0.003807698,0.688988298,0.349875566,0.645201683,0.556254265,0.311222404,0.223721969,0.404230312,0.027995629,0.431565672,0.370999269,0.425244674,0.561365959,0.002151683,0.288251149,0.097215056,0.145457035,0.179143988,0.371012841,0.210870907,0.514841416,,,,
C,1.003441422,1.000150595,0.685754611,1.002497598,0.391774495,0.890417185,0.17026256,0.805165612,2.63E-05,0.713076838,0.475177671,0.38328624,0.354606157,0.106187086,0.181438682,0.131511801,0.083679529,0.243594464,0.566010322,0.332551624,0.462005427,0.002479425,0.238643128,0.039479363,0.129255978,0.179805707,0.675926821,0.314584239,0.583522608,0.007284979,0.352511842,0.036414532,0.233651526,0.156880154,0.802210961,0.336662335,0.692328606,0.096172622,0.497364609,0.085481558,0.366952355,0.164852442,,,,
C,1.002388796,0.991736268,0.68550049,1.001914957,0.392093869,0.895929241,0.169326314,0.816221141,0.004579837,0.719598962,0.468802985,0.388805011,0.344503063,0.097516433,0.169066306,0.137908643,0.082924357,0.267753292,0.562106969,0.340824058,0.447341217,0.001508574,0.22678408,0.059196467,0.140575432,0.21451477,0.674871293,0.326212222,0.577094985,0.004930294,0.346418369,0.052954642,0.247087631,0.19019064,0.805202882,0.350804073,0.691866354,0.108248945,0.498133794,0.113835931,0.383987988,0.208958232,,,,
C,1.002199746,0.986778507,0.689776976,1.00443603,0.397452746,0.904252704,0.174628088,0.823573958,0.006092189,0.725443296,0.458172664,0.3893481,0.32842381,0.10505714,0.159315706,0.142247205,0.068867596,0.268665869,0.551779484,0.338012943,0.429145626,0.008419463,0.213448132,0.058715438,0.119992496,0.209252282,0.665640708,0.32039381,0.566567403,0.002926137,0.342227866,0.040998513,0.235425937,0.173948633,0.798210799,0.342677865,0.692646424,0.1018553,0.505298217,0.098446237,0.38471704,0.189186974,,,,
C,1.003528666,0.989662929,0.690438454,1.005302971,0.394771694,0.90635433,0.169916852,0.830435948,0.004644737,0.728331078,0.459949944,0.390081845,0.321821888,0.108060653,0.150204582,0.150269357,0.058383871,0.280889441,0.555912563,0.339439625,0.426469696,0.006888623,0.208695974,0.057563841,0.112237445,0.211390642,0.672460094,0.32276547,0.566331899,0.003744505,0.339993116,0.042698795,0.231980792,0.177543033,0.80728737,0.348651713,0.69763449,0.105684134,0.506742063,0.100549329,0.381943176,0.191819538,,,,
C,1.002258719,0.983408481,0.684490018,1.002005938,0.388177825,0.90233097,0.162261219,0.822235743,5.28E-05,0.720101588,0.454792209,0.389069191,0.317925756,0.108932937,0.151188129,0.153103575,0.064909214,0.281377539,0.550632756,0.33678036,0.426560658,0.00317878,0.21040735,0.054655452,0.116041509,0.206804329,0.665594008,0.320464043,0.563616915,0.003901067,0.336206762,0.04530314,0.22736996,0.177291989,0.795800791,0.346314274,0.685364374,0.103914266,0.493371126,0.100485161,0.369636768,0.18918067,,,,
C,1.005072384,0.986002971,0.688984941,1.004504144,0.392075888,0.906751654,0.165969942,0.826203886,0.005888032,0.721787829,0.456921554,0.389368842,0.318192877,0.107688544,0.152814819,0.150521981,0.067721948,0.279660955,0.552340856,0.336582478,0.427250653,0.001171924,0.213481298,0.05094514,0.119502277,0.205150272,0.667684509,0.319246804,0.565516681,0.000161166,0.341207365,0.039238815,0.233619178,0.172757198,0.800435043,0.344143263,0.690246582,0.10028062,0.500019027,0.096026524,0.376098121,0.18587883,,,,
C,1.003340083,0.983411182,0.687301542,1.001246246,0.389872873,0.902181214,0.1641006,0.823586475,0.003475634,0.723493587,0.453408177,0.389287255,0.309917286,0.119298697,0.145534726,0.163859048,0.064480132,0.292093022,0.550114029,0.335775153,0.417801605,0.009683073,0.205973807,0.060819956,0.114810265,0.21271516,0.666507464,0.318691758,0.560741822,0.003940219,0.334267926,0.040793609,0.224124979,0.170448179,0.798065139,0.346661427,0.688215431,0.104962533,0.496886833,0.100868588,0.370245904,0.19017103,,,,
